用户名,评论时间,评论内容,评分,赞同数,情感
DR邬梦雨,2022/8/7 20:27,想收获惊喜就去看4DX版，会给你极致痛苦的美妙感觉。,20,25,0
春日羔羊,2022/8/15 20:47,给恶心的宣发,10,56,0
靠?北?,2022/12/10 0:24,除了特效，剧情只有四个字，莫名其妙！香港电影衰落的速度真是很快。,20,8,0
ZeonGin Sou,2022/8/5 23:04,古天乐的诚意，以及在特效上实实在在砸的钱，都是毫无悬念的。但是，这一切都被漏洞百出的剧本拖油瓶了。科幻概念时隔5年已显老套，是被组织背叛“誓要去入刀山”拯救世界那套，确系“圆梦”。各类莫名无用的文戏镜头，某些角色甚至连工具人都不如，只能理解成预算不足硬塞时长。PS：渣渣辉这个角色真的用得着渣渣辉吗！换谁上不一样？！我要看的是渣渣辉从轮椅上站起来提着加特林突突突啊！！！！,20,28,0
无情羊咩头,2022/8/5 15:29,都说了，超过2个以上影帝主演的大片不能看！怎么就不听劝呢！,20,49,0
赢野,2022/8/7 17:56,"整体上有半成品的气质，时长也太短，还是肉眼可见的贫穷，剧情也乏善可陈，一个小队斗内鬼救小孩顺带拯救个地球。
但是真的太对胃口了，机甲怪兽，人形机甲对战，车上对战，宇宙飞船。美术设计高度借鉴游戏，偏偏摄影风格还很写实，UI和头盔界面也不糊弄，何况头盔里面不是托尼斯塔克是古天乐，真的爽。动作戏是我见过国产电影里特效结合得最顺畅的，慢镜头动作结构展示也贼爽。
可能古仔的香港班底会限制第二部的发展，不大可能搞出战狼或者流浪地球式的崛起，不过期待值拉满。求求了，千万别亏钱。独行月球能卖40亿这片子卖不了7、8个我是真的不爽。",40,25,1
KID Y,2022/8/4 18:53,4.5  各方各面的呆子电影，当然这样的动力外骨骼设计放在世界范围内也很少见就是了。,20,35,0
茶茶,2022/8/18 9:38,去电影院看绝对值回票价！！,50,91,1
Heyson,2022/8/12 1:22,天幕不建了？？核酸不测了？？,40,7,1
mica,2022/8/5 15:09,电影最基本的东西，一个都没做好，人物剧情都立不住，这么激烈精良的打斗场面看得我昏昏欲睡，讨厌那个大眼通讯兵和他女朋友,20,46,0
荔枝超人,2022/8/5 17:38,看来这样下去我们的年轻观众确实越来越不需要好莱坞电影了，景甜小姐也不用再费尽心思拍好莱坞大片了。不过时至今日银幕上还是得靠这些老家伙FULL-DRESS这么辛苦去拯救世界，真的是…总而言之，无论是特技还是剧情，我都收货了，希望你们不要亏太多。,30,12,1
瓦力,2022/8/6 22:18,制作诚心，加一星鼓励。特效水准对得住7年烧4个亿的投入，重型机甲部分尤其值得夸赞，主创想要的太多，90分钟正片里有四分三的时间在各种干架大场面，打完外星植物打外星动物，打机器人又打重型装甲，打的东西太多变得没重点了，炫酷到麻木镜头晃到吐，跟看完爆炸贝的后面几部《变形金刚》一个感觉。张家辉演技太烂，一出场就是满脸大写加粗写着“我是反派”，而且面部僵硬，我一度以为他演的是个机器人。,40,7,1
小yu,2022/8/21 9:31,买的电影票就当做支持古天乐建的那些希望小学把！,30,18,1
千寻亿选,2022/8/12 21:43,比较失望，镜头乱晃+乱剪，看的人头大，万国鹏和小女孩的戏完全无意义，机甲也没看出多大作用，刑天那个坦克还是没穿机甲的姜皓文打倒的,20,19,0
小树哥,2022/12/10 19:16,"不是烂片我吃土

土就不吃了，其实还可以。。。。",30,0,1
轻屿繁尘,2022/8/21 8:46,场面和特效真的很棒，几场大战也是挺让人揪心的，只是不理解为何镜头节奏剪的如此凌乱，细节部分根本看不清楚。剧情比较简单，没什么可讲的，人物塑造太扁平了，张家辉全程蜜汁微笑，自己计划失败了居然也是同款表情，演的是个啥…,30,13,1
Veritas,2022/8/6 0:00,一颗星给特效，这剧情简直赤裸裸侮辱我的智商，反派动机过于离谱，我求求你说他是外星人吧。。,10,69,0
五色全味,2022/8/4 21:03,就不評價了，希望古老闆這次能賣錢,0,17,0
玥PI,2022/8/14 16:24,不管！满??！！！,50,62,1
奥特曼,2022/8/5 12:03,文戏弱点无所谓，结合科幻发挥了港片动作戏的特长，虽然有些细节渲染得有瑕疵但无伤大雅，机甲迷看完太过瘾了，内地的《流浪地球》与香港的《明日战记》呼应上了，都是中国科幻里程碑的第一步。,30,152,1
申酌长怀,2023/2/2 23:58,已知问题有环境污染与外星植物，只需一枚基因子弹就能同时轻松解决两者，这设定放小学生作文里都谈不上好，然后执行任务的过程主要就是刘青云带领的几个活人和张家辉操纵的几个机器人打来打去，还有个刘嘉玲其他啥也没干，就是一下支持一下放弃一下又支持。,20,3,0
收拾快乐,2022/8/19 22:57,给国产科幻加一星吧,40,16,1
小岩井,2022/8/5 13:08,机甲是男人的浪漫。从小喜欢看特摄片的我十分满足，打斗和特效都比近些年看的特摄片帅气一个层次，废墟中的硬核战斗视角切换身临其境，第一人称的机甲战士实在太酷了，看这样的类型片真的不能较真剧情，get到末世，机甲，热血几个关键词爽就完事了。,40,21,1
桔子州头琵琶行,2022/8/18 11:12,事实证明剧本才是根本，特效啥的只是附加,20,36,0
只为你而来,2022/12/4 16:27,只要特效看上去舒服 我就准备打五星 科幻是未来,40,0,1
排骨不喜鱼,2022/8/5 12:10,"2022995《明日战记》
看了点映场，觉得值这个票价，中国港式科幻片，第一视角的打斗场面很精彩，没想到主角全活下来了，视觉效果拉满，没有3D有些遗憾，预测7.7分开分，看结尾应该会有第二部。",30,79,1
壹安2,2022/11/29 23:05,且当你是无脑爽片（但也没有很爽）科幻片里把动作做到不错的（《阿丽塔》笑了）公路大战还不错（卖拷贝和《变形金刚》骂骂咧咧退出群聊）医院那段挺吓人（《明日之战》这段他说他熟）and…张家辉你有事儿吗你自己不尴尬吗？？总之中国科幻、港台科幻道阻且长，好好整，咱不能光卖惨，靠全世界缝合作战吧？,30,2,1
外苏,2022/8/4 19:44,看普通话版特像在看一个山寨片：假古天乐和假刘青云打假机器人跟假怪兽，假刘嘉玲在后方不苟言笑，假张家辉大反派台词都没几句生怕说多了露馅…毫无亮点。刘古两人台词动作有点基，但是一看脸，算了。,20,14,0
雅痞不雅皮,2022/8/5 23:45,如果说上海堡垒将中国科幻的大门关上了，那么明日战记则是把这扇大门再次打开！,40,50,1
yasha001,2022/8/21 23:04,6分。古天乐花了十年做出来的香港科幻片，比以前王晶的机器警察好太多了，特别是特效，至少是港片里面没有过的大制作。不过机甲战斗模仿了很多出名的科幻电影或者漫画，那个头盔里看到的界面和明日边缘里差不多，还有美国队长扔盾牌，还有火星任务的人形蟑螂，还有终结者的机器人和战车的追逐战。我一直搞不懂的是为什么知道了是张家辉在人为阻挠，不把他杀了抢回刑天的控制权，这样多省事，一定要搞得这么复杂吗？还有我看的是国语版，好不习惯,30,8,1
自认幽默空想家,2022/8/11 21:24,"特效非常爽，尤其是想到这是中国电影里的特效效果，更爽了。
剧情蛮拉胯的，在剧情方面说他是烂片很正常 但问题是这片子自己都知道自己剧情不行，所以基本全程都在打架，要的是什么？不就是一开始说的爽吗，这是烂片吗？是，但是有意义吗？有，他揭下了中国电影的最后一块遮羞布。是好电影吗？不一定，但是我很爽，我很放松，我想大部分观众应该和我一样，所以我承认它的娱乐性，拉满起飞。
最后，刑天怎么这么像厄加特呢。",50,30,1
大海里的针,2022/12/9 11:41,可能香港这帮老戏骨真不适合科幻片这种新类型吧，所有人的演技都太尬了，全都在端着、装比、不自然，根本看不进去，剧本和特效的问题都是次要的。,20,2,0
电影狂魔,2022/8/8 16:53,古天乐圆梦，我反正看的比较嗨，不完美但是这种电影要支持，这样起码多一个认真做电影的人。身为胶佬真的很羡慕古天乐，也许他并不在乎票房，只要把这部电影做出来就是胜利了。就当是给自己特效公司做宣传了！做人眼光还是要长远，国产科幻还绝对希望！特效我们有天下一，编剧我们有刘慈欣。,50,42,1
光明王后,2022/8/21 14:10,我看电影的时候就和看贪玩蓝月的渣渣辉他们那副傻屌样时感觉一样，尴尬。整部电影都透出一股廉颇老矣，尚能饭否的唏嘘，特效落后20年还多，且不说比不上20年前的《变形金刚》电影版，就连现在的一些中等游戏的特效都比不上。看着一群四五十的大爷还要演动作戏，两个年轻的男女主只会瞪眼，刘嘉玲基本没变过表情，渣渣辉就光坐在轮椅上眯着他那双阴叨叨的眼。剧情根本没有主题，天外来客、变异生物、智能机器人、人类勾心斗角……各种佐料全烩在一块的大杂烩，很难吃。我觉得电影最好是汇聚在潘多拉本身上就已经足够挖掘了，潘朵拉本身就是灾难与希望并存，而它最后究竟有没有智慧也没说清楚。港片儿还是逃脱不了他的一亩三分地儿的窠臼，什么B16不就是香港吗？,30,17,1
FWSWU-LLDAF,2022/8/6 16:12,就这特效我真的夸不出口。。。,20,32,0
metaphor17,2022/8/13 16:56,对电影工业有帮助的就值得鼓励，剧情逻辑实在不走心。,30,8,1
粪海狂蛆,2022/12/3 23:33,从头到尾弥漫着土鳖气息,10,12,0
余小岛,2022/8/6 9:48,特效还行，可是细节缺失，一通乱打，镜头很乱，到最后也没看清机甲和机器人整体的模样。剧本还不如网飞大数据电影，到处透露着敷衍。所有演员都被浪费了。,20,12,0
泽,2022/10/3 22:57,立此为证，会不会有可能故事参照的是汤姆克鲁斯的明日边缘呢？,20,0,0
深水怪,2022/8/21 20:00,为了那么多影帝都值回票价啊,40,3,1
巴伐利亞酒神,2022/8/14 19:24,优点和缺点都非常明显的电影。先说缺点吧，剧情太单薄，人物太纸片，隐喻太直白，且有缝合《环太平洋》《星河战队》《明日边缘》等经典科幻片的意图。那么优点呢，自然是帅气的机甲和华丽的动作场面了。从科技角度讲，外骨骼机械也是最容易实现的发明。Hottoy已经拿下了古天乐和刘青云两款机甲战士的版权，将近2000元的售价也让人有所期待，谁让它们的机械设定还是相当耐看的呢。,30,4,1
夏季的天空,2022/12/2 23:10,《星河战队》、《穹顶之下》、《陨落星辰》、《机械战警》、《环太平洋》、《异形》、《生化危机》、《第九区》......超级缝合怪一枚。但就当下的大环境，这片子也算是华语科幻动作片的诚意之作了。文戏基本上也保持了国产片的普世智商水平，哎。,30,1,1
Bell朱,2022/8/5 23:41,我不管我给五星，就这种敢于做别人没做的勇气和决心就应该鼓励，更何况我是古粉；这态度7年打磨，为成就此片还搞了特效公司，拍烂片筹钱边做慈善边实现梦想；再说回电影剧情确实对比好莱坞是没什么新意，但这是中国的首部，希望大家怀着包容的心态去支持这部电影，不支持也别踩，不然以后谁还敢尝试，谁还会投资！,50,80,1
一條魚佔滿了河,2022/8/7 14:50,我猜到了文戲會災難，沒猜到會這麼災難，所有人都在自己的表演舒適區擺爛，而萬國鵬的戲比片中的潘朵拉更具破壞性，潘朵拉有得救，他的戲沒法救，靠著爾冬升從龍套跨入正式演員，表演卻始終沒有達到演員標準，愈發對不起那一張染谷將太的臉了，好在已經越來越不像了。特效雖然有幾段相對不夠好，也不影響整體質感做得非常好，然而打戲的節奏感、力量感和動作設計創意都並不能讓人滿足，即便只將其看作爽片，不僅爽不起來，只感到尿意頻頻。,20,19,0
带仓许,2022/8/5 12:13,炫酷的动作，完美的打击，是国内动作机甲的经典了！,50,124,1
Choi Puiha,2022/8/17 22:24,真的没有那么差，一开始有点尬，后面还越拍越好，特效和场面都值票价！光仔选角太丑以至于把电影评价拉低一星，还有就是实在不得不吐槽给渣渣辉打电话引来打追杀。。。,40,34,1
伍月龙骁,2022/8/18 2:25,"憋了几年匠心制作就这？就剧情来说，给小孩看的话幼稚，成人看的话弱智。国产科幻片是个陷阱，讲好故事很难，但糊弄观众容易。

2022.7.15--上海堡垒2：香港分垒
预言成功",10,57,0
Cappadocia,2022/8/17 21:59,"全是技巧，没有情感，真的是一点剧情都没有啊……
不过东西确实挺帅的，特别是刘青云那个斧头……",30,10,1
安大帅,2023/1/14 11:50,虽然在特效方面下足了功夫，但是仍然给人很多其他电影的影子，外星爬行生物碰瓷《第九区》，机甲神似钢铁侠，母巢又像《异形》，其他还有《星河战队》《环太平洋》等的痕迹……剧情方面也是毫无新意，完全能猜出下一步走向，张家辉、刘嘉玲的角色毫无立体感，全程就只能看机甲打斗了吧，也不知道古天乐刘青云这些前辈还能撑多久……,30,1,1
透明人格里芬,2022/8/7 18:20,当硬核科幻机甲的外衣，遇上港式警匪的经典内核，碰撞出奇妙的化学反应。难得一见的题材，好久不见的刘先生搭古仔，推荐！,50,24,1
夜神月的猫,2022/8/4 22:38,机甲特效真的很棒！三颗星全部给机甲！除了好莱坞，很少见质感这么好的机甲特效了！但电影故事的逻辑，就相去甚远了，追踪显影液时，观众肯定会问，你为啥不用无人机？！当然，用无人机，就没有后续了！看两小年轻的恋爱戏，就感觉到了，戏剧套路还是TVB老一套！家辉虽然只是客串，但眼神的戏还是有些层次变化比较好！关于菜鸟，情绪已经被《光年正传》磨没了，小配角不讨喜，眼睛能瞪那么大，却不会表达情绪就很膈应！续集，希望编剧换个人吧，电影毕竟还是讲故事为主！,30,10,1
时间,2022/8/23 19:11,剧本是很无聊，但基本逻辑是通的。科幻设定虽然老套，但呈现地质感不错，略超预期，达到国际平均水平没问题。总有人歧视国产片，作为科幻爱好者反而想加点分。,40,15,1
退堂鼓演奏家,2022/8/5 12:41,古天乐和刘青云在电影里的打斗戏份太卖力了，真拳拳到铁,30,75,1
Pincent,2022/8/4 17:14,2.1 无聊的B计划电影,20,21,0
P猪大侠,2022/8/4 21:00,《明日战寄》之come on逆战逆战来野～,10,49,0
NullPointer,2022/9/18 22:59,被豆瓣评分降低预期后意外好看。废土机甲大战还有异形B级场面乱入，动作场面绝对值回票价，港产标准警匪剧情可以无脑忽略。,40,3,1
发条橙,2022/8/6 19:37,《铁甲奇侠：大破天幕杀机》,30,4,1
Stardiver,2022/12/10 0:05,尽力唔等于做好！,20,12,0
这届我选东莞仔,2022/8/7 19:19,明明能所有画面都拍清楚，为什么非要降低帧率，降低快门速度，增强动态模糊？？？已经有很强的特效技术了，剧情太拖后腿了。路人甲群演的演技真的不行，太出戏了,30,13,1
舒农,2022/8/5 11:54,所以主旨就是，空气净化靠植物，植物多了会生虫，生虫得喷杀虫剂。内核其实还是警匪片，基本靠着本地成熟操作的类型加了一点点新探索。挺不容易，但确实不够好。,20,19,0
听见流星的声音,2022/8/27 12:22,本片是古天樂籌備多年的科幻鉅製，導演亦三易其帥，由陳木勝，羅志良最後換成對特效頗有認識的吳炫輝。此片在特效方面落足心思，場面調度，鏡頭運用以及剪輯，聲效都營造出一種未來大戰的刺激感，道具設計以及製作都花足功夫，大量特效都很細緻，很有美感與質感，力求形神兼備，做到科幻片所應該有的視覺奇觀以及官能刺激。無奈劇本情節相當薄弱，幾場本應該有的戲劇衝突卻處理得呆板和俗套，古天樂，劉青雲，張家輝三大影帝繼《掃毒》後再度聯手，互相較量卻毫無劍拔弩張的感覺，可見編導雖然勇於在視覺上全力以赴，但在劇本上卻無比保守，連一般好萊塢科幻片入門水平都不及，實在可惜得很。,30,3,1
海嘯實驗室,2022/8/5 13:22,是用心之作，古仔也确实拼劲了全力，无奈这种真的吃“电影工业”的片子与一线还有距离，硬伤往往不来自大面比如特效、规模，而是细节的火候还不够，剪辑的无序与堆积，配角的角色弧光完成度不够，剧本细节的逻辑性硬伤，路漫漫其修远兮，光“像”还是不够的。,30,9,1
JoeyLu陆柏宇,2022/8/6 0:41,白瞎期待这么多年了,20,20,0
川????,2022/12/11 12:30,鼓励一下。,40,0,1
柳下惠 ?,2023/2/3 23:11,港人现在为什么如此幼稚，一群老年人在打异形中那尴尬的情感线+不合理的科幻设点+万年不变的内鬼套路=养老院科幻～,20,1,0
AlanX,2022/8/5 14:43,作为华语科幻片而言还是值得鼓励，没有什么太大的瑕疵已经很不错了。连外太空入侵的物种都可以对人类产生有益的作用，而人类却依旧在勾心斗角，自私自利。融合与借鉴各类科幻片的元素并非坏事，期待未来能开创出自己的特色之道。（最后的逆战实在大可不必??）,30,7,1
Henrique Asano,2022/8/6 20:27,本身估计就是次流好莱坞制作的水平，有着明显被censorship碾压过的痕迹，一番操作下来，也还能看，所以也还好,30,3,1
妮宝冲啊,2022/8/12 16:59,感觉除了古天乐和刘青云别的角色都没啥存在感，单纯为了剧情推动。不过我喜欢，我就想只盯着古天乐哈哈哈,50,2,1
桥下雪,2022/9/18 14:09,“净化空气，天幕不盖了？” “常态防控，核算不做了？”,50,27,1
kylegun,2022/8/13 10:06,维多利亚医院南方大蟑螂的怨念，塌楼喷射失灵狼狈跳跃，高架桥步行坦克兼机械刺客飙车长镜配合乱斗，中环拆房大决战……明明比人家拍得早，一开头却愣是感觉像《明日之战》山寨机甲版。skynet直接搬出来不太好吧。张家辉一脸“我是衰人”的出场有点过于喜感。文戏烂到不忍直视，剧本台词尬到离奇就算了，各种把观众当白痴的闪回慢镜剪辑实在摞命。但是科幻武戏设定之类比想象中完成得好，在末世香江的地景上打得挺爽，即便烂也算烂得很有风格，有被烂片精神感动到,50,6,1
槛外之人,2022/8/21 0:28,硬伤一，科技那么发达了，都控制不了降雨？硬伤二，影响全球的行动让上校领导？让少将破坏？让那么几头蒜去执行任务？,30,22,1
胡迪,2022/8/14 16:10,不追求剧情，关心特效的话，绝对燃爆,50,81,1
一个马甲,2022/8/21 17:20,光仔死命夺了机器人头只是为了让李升针对他们？,10,30,0
雾里の云,2022/8/5 11:56,特效场面和动作打斗很不错，要是能看3d肯定效果大大燃爆。演员演技大赞，特别是型爆荧幕古校长和买菜市民刘先生的对手戏，还有吐槽担当臭鼬，造型台词都很有意思。车上有段打斗bgm里似乎还有电子音结合，太爽了！！！,40,110,1
mark,2022/12/5 0:31,你以为打外星人，谁知道还是抓内鬼，靠的还是男四号的女朋友发现的。文戏可有可无，打戏的话，让我总是在想，为什么不去看变形金刚呢？对了，我连变形金刚也不想看,30,5,1
ill_wind,2022/8/6 16:33,佩老太欺负咱，你们还帮好莱坞欺负中国第一部机甲硬科幻[捂脸][捂脸],40,143,1
1982mile,2022/8/5 18:19,超出预期,50,3,1
基瑞尔,2022/8/7 16:19,黑古有个机甲梦，并且很奋不顾身地去完成了。能看到花钱的地方，也能看到很坦诚的创作意识；但叙事上的支离破碎以及什么都想要抓的七拼八凑绝不是用“改动”“耗时已久”等措辞就能概括过去的。如此“宣言”在滕华涛与《上海堡垒》前听过，在周杰伦与《熊猫人》前听过…听多了就会变成听听就算了。,30,8,1
偶然四月天,2022/8/6 1:02,科幻应是想象力的绽放，这个电影想象力为0,10,43,0
蔡小马,2022/8/5 21:57,"片子本身值65分，加15分鼓励分，80分，值得一看。
剧本用了最稳妥的套路，不出彩，也不出色，人物塑造为零，重点还是在特效上。
连导演都是特效总监转业，特效戏份的质量是保障了，但导演功力着实太“雏儿”。
开头进入剧情之前的混剪完全看不明白，镜头语言匮乏到让一众演技派的表演都有点生硬，需要渲染情绪的部分一直没法把情绪推上去。
但是动作戏是真的过瘾！特效不露怯，机甲设定非常写实；外星植物的设定参考了片中姜皓文提到的那部老电影《天外魔花》；战斗机器人像《超能查派》，会虐待人（反派死于不够果断???? ? ????）；穷奇像《变形金刚》里的眩晕，刑天像《合金装备》的boss，战斗节奏像游戏《泰坦陨落》，古天乐不亏港星第一宅男，哈哈。
在机甲文化极其小众的国内做出这样一部电影，无论如何都得致上敬意。",40,25,1
fw郑景仁,2022/8/5 12:34,"整体感觉还是不错的，那种科技感、废土感拍的很到位。古天乐十年磨一剑，还是做到了碾压很多的好莱坞科幻片。电影很短，故事很简单，但是每一处细节、每一场戏的特效都看出来是用心了。由于我的预期太高了，所以还是没有达到我心目中那么完美，但是已经很好了。至少让我再一次看到了中国科幻电影的希望，港片没死，中国科幻也没死。最后古天乐那句:""一定要走下去啊！""其实是喊出了自己作为监制内心的话，十多年的梦想可能有挫折、有阻力，但是他还是坚持走到了最后，和他的朋友们一起走到了最后。加油古天乐，加油《明日战纪》，期待续作，期待下一个十年",40,42,1
纽初阿白井,2022/8/21 19:22,①都高科技时代了，片中机械还像蒸汽时代一样灰头土脸、技术落后、全靠肉搏。军事计划如儿戏，内鬼开篇就自曝，小萝莉怎么都死不了——都是槽点和俗套。②吴倩一直傻瞪眼，大眼男更傻更爱瞪，咋咋呼呼的脏辫角色倒挺可爱。,30,2,1
Parallax...,2022/8/6 18:13,片中如此之多致敬，以至于不禁让人赞叹的反而恰恰不是国产科幻电影的成功，而是好莱坞，好莱坞作为构成影片的诸多素材与标榜对象和发展趋势，其这一构成性本身亦已经占据了象征性的崇高之客体的位置，内在的含混了主体性。,30,5,1
卡卡,2022/12/11 1:59,确实科幻特效在香港范围内做到Top1了，可香港那点弹丸之地肯定收不回成本，放到内地，这里已经是全球化很高的一个市场，什么好莱坞大片都炸过观众的眼球了，这点特效只能算三流吧。一星给破碎的剧情，和那任凭各种爆破搏斗后依然一尘不染的古仔的脸，还有那个不知打哪来也不知往哪去的多余的小女孩，再多一星给他的机甲情怀吧。,20,5,0
Q-bits,2022/12/22 4:53,完全超出想象，都说是烂片，但是我是真的看进去了！而且有点喜欢，有种小时候看到科幻爽片的惊喜感。特效虽然一眼假，但是不影响，爽感在线！剧情虽然很常规很套路，但是各种特效动作打斗堆料很足，基本上不冷场！配角塑造问题挺多的，比如刘嘉玲的死亡眼影很出戏，有点多余的小女孩，随时消失的男N和他的感情线，但是问题不大～总之古仔这部电影我很喜欢！,40,0,1
[未注销],2022/8/4 16:57,宛如测试样片，甚至没有高潮??好吧，没有功劳也有苦劳，古校长开心就好。,20,21,0
烟火,2022/8/8 22:58,就是人穿机甲打无人机甲+怪兽。 配乐可以更好一些。哎呀，为了平平无奇.古+热心市民.刘+一眼大Boss.张+制服.刘 贡献点机甲票房，怎么了嘛 期待下一部 么么哒～,40,14,1
苏丽珂,2022/8/10 20:26,"我当时是因为什么决定了看这个片子的
现在就是很懵",10,35,0
蛀牙象不象,2022/9/2 22:17,无下限的卖惨和给同档期电影泼脏水造谣偷票房的下三滥营销手段，真的让人不齿，在当下本就多风多雨的市场大环境下如此吃相更是无耻至极！,10,6,0
Lance,2022/8/25 21:43,这如果是美国电影，某些杠精绝对说不要较真了,40,5,1
武侠小王子,2022/12/18 21:55,香港电影人的思维是永远扭转不过来了。,20,0,0
唐朝,2022/8/8 8:34,基本符合我的预期，一路打到底，以标准的港式兄弟情做配方。不知道拖了这么久才上映，是不是跟后期做特效有关系。因为是古天乐的特效公司自己做，缺乏经验积累，难度可想而知。从主观感受来讲，和好莱坞的同类特效大片相比，细节明显不足，画面偏灰，似乎是为了掩盖缺陷。总的来说，还是可以一看的机甲片，但不要把预期拔得太高。,40,3,1
百里浪,2022/8/4 23:57,剧本简单到让我觉得自己也可以写，但并不难看，值得鼓励，毕竟意义重大,40,27,1
恶魔的步调,2022/8/19 21:19,第一部明日战记，第二部明月战记。对侏罗纪公园是真爱啊，既有迅猛龙厨房扣小指头，又有巴士坠崖戏。异形系列也是真爱了。加上张某辉的奇爱博士，科幻电影导演四杰轻松凑齐。,40,1,1
Wonder,2022/8/5 18:47,正经的国产机甲开山之作，战斗特效诚意十足，中间的追车戏尤为激燃。然而文本的羸弱导致其作为电影本身只能算勉强及格。另，期待未来的国产科幻至少能有一点点原创，虽然借鉴是第一步，但所有元素全是缝合也蛮不走心。,30,5,1
五摆五折,2022/8/5 23:28,对于曾经的机甲爱好者来说，还有着外星生物的额外补充，但也正是如此看到了诸多影片的踪影，比如《明日边缘》，再比如《第九区》……特效乍一看没什么大问题，但具体到声效就有些单薄和突兀，打斗场面也衔接不上，有时候不得不过多地使用慢动作来衔接和弥补，会有些审美疲劳。而剧情更是简单粗暴，大BOSS的铺垫不够和过早暴露，看着几乎无悬念，就只能跟着单线条前进，结局大家也都能猜到了。不管怎样，多多少少给点鼓励分吧。,30,3,1
凸肚,2022/8/5 12:09,香港电影辉煌不再？为何每年都有爆款？难以想象现在的香港，竟出产如此重工业水准的硬核科幻，将特效打斗效果发挥到最大，一爽到底，让人相信亚洲电影特效的未来在香港。末世的人性猜想，幻灭被使命冲破，无论怎样，这部电影都因古仔的卖力“剧透”留名金像奖啦！,40,40,1
今生、唯爱,2022/8/8 16:47,"“我就是核酸，核酸就是我”！！
全程高能，画面很燃，剧情紧凑，动作硬核，机甲爱好者的福音，配角与梁家辉都沦为凑人头，也不影响爽片视觉效果的快感。当然57岁的刘嘉玲脸部跟27岁一样，牛啊",50,14,1
看電影的人,2022/7/29 11:05,笑不出来.gif,20,7455,0
绝望的生鱼片,2022/7/29 12:14,我非常讨厌往喜剧片里塞煽情的部分，导致我从后半段就几乎笑不出来了，煽情塞进喜剧片里适配度很差,30,16304,1
Céline,2022/7/29 12:09,对我六岁表弟来说刚刚好。,20,6192,0
不看月亮??,2022/7/29 11:20,煽情得有些犯规了。另外，刚子是美团派过去的吧？,30,11089,1
不留痕迹,2022/7/29 11:06,好消息是沈腾贡献了最富层次的一次表演，坏消息是成片的质量到底辜负了他。即便他以一己之力将小品升华成电影，但片中呈现的一切都是二手的，成了一件昂贵而蹩脚的A货。,30,7445,1
Rainbow,2022/7/29 11:10,在丧成狗的日子里能用一张电影片开怀大笑俩小时，你就说值不值吧！,50,5377,1
离岸游鱼,2022/7/29 11:05,真不理解影院里的人怎么笑出来的，浪费两个小时,20,5353,0
薄荷叶??,2022/7/29 11:06,科幻迷们是我最不能理解的群体。原来喜欢说科幻部分不严谨，我问他们有什么bug呢，他们又说不出来。于是改成了科幻部分不硬核。哦合着国外科幻可以有软科幻硬科幻，国内就只有硬核科幻和烂科幻？,50,3868,1
Daydreamer,2022/7/29 20:32,煽情真的太尬了。。我只想去看一部搞笑片,30,5209,1
Bei,2022/7/29 11:07,太他妈的浪漫了。,40,8031,1
核仁烤排骨,2022/7/29 12:06,看之前确实让人很难相信，一部沈腾马丽主演的喜剧片里面最好笑的是黄子韬……,20,4361,0
我与世界,2022/7/29 20:29,手电筒化身迪迦变身器，请相信光，尬出银河系??,30,3805,1
芊小乙,2022/7/30 0:48,就还行吧，最好笑的居然是黄子韬,30,2316,1
牛奶很忙,2022/7/29 13:23,你永远可以相信开心麻花给屌丝捏脚的实力,30,1364,1
王大根,2022/7/28 20:20,确实可以跟《流浪地球》持平，这片子放好莱坞肯定得是Ryan Reynolds、Paul Rudd 或任何一个Chris 主演，咱国没有好笑的中年帅哥，能兜起几十亿票房的也只有沈腾了。,30,660,1
澪,2022/7/31 12:33,很讨厌这种牺牲主义的结局，现在已经恐一些跟太空有关的片了，太空片的英雄主义就是舍小我成就大我，真是够了。。。。然后前面的梗也都是烂梗，举一个例子：就喝水被烫这个搞笑吗？还重复了两次？每到这种烂梗电影院里发出条件反射般的干笑，我都觉得生理不适，怎么现在吃屎大家都愿意笑着吃，真是青蛙煮好了只配吃屎了,30,1094,1
NJ安可,2022/7/30 17:06,我承认我笑了几次，但每一次我都以为是一个引子，即将迎来一连串的大招，结果，都是点到为止，而且掉凳的笑点居多，感觉编剧功力不足。,30,753,1
如小果,2022/7/31 0:37,《独孤月在月球的三年，治疗了地球人的精神内耗》,40,4838,1
KFCharlie,2022/8/3 11:44,其实开头的创意都挺好，第一幕的走向也愈发荒诞。一人一只大袋鼠什么鬼？ 中间袋鼠雪橇算是这个意思了。但最后的牺牲拯救，真的没必要。不如让袋鼠一顿乱按，把π给炸了。荒诞拯救世界。,30,473,1
IoU,2022/7/30 21:26,音乐特效画面都一流。故事弱，英雄主义没有流浪地球有说服力和感染力。导演能力一般，独角戏和群像戏拍的都挺干瘪的。煽情过多，节奏也差。包袱和梗没啥意思。沈腾演技没的说，就是胖的有点油了，显得舔狗舔的有点猥琐了，马丽演技单一，hold不住冷面心热的女上司。群像里除了致敬流浪地球的兄妹，一个有台词的女角色都没有。呵呵。让我真心发笑的点只有给袋鼠配音那一处，剩下都不是真的好笑。,30,334,1
壹安2,2022/7/29 11:28,磕幻喜剧哈哈哈哈哈哈，我竟然磕到了沈马这两张老脸？最后…沈腾炸的是国产科幻封了3年的大门。,40,5561,1
