用户名,评论时间,评论内容,评分,赞同数,情感
田材今,2023/2/16 21:43,网大除了所谓的惊悚片和鬼片，其他的系列也能出衍生电影了。这部电影明显就是根据去年的《盲战》里的角色衍生拍出来的。,20,0,0
那就不加V,2023/4/6 22:21,喜剧,20,0,0
Unknown_58,2023/1/24 15:07,游戏，经典老片缝合怪，抄，这个操作是传统了,10,1,0
?鹿嘎达,2023/1/25 22:46,2?半吧。女主角和配音不太贴啊。打戏还行吧。很夸张就是了。,20,0,0
moer,2023/2/6 20:32,真的太烂了，烂到心说找个烂片不带脑子看看消磨一下时间吧，结果都看不下去的程度...还有人说这是喜剧，话说这哥们真的重新定义喜剧，难道还是说，烂到好笑所以叫喜剧吗？导演和演员一顿忙乎挺不容易，高低也得给整个两星挽尊一下，再多说赶不上剧组发盒饭了，呃，给剧组提一杯...拍的挺好，下次别拍了。,10,0,0
Patrick,2023/2/10 13:00,持续性的喜剧片荒后，在一部战争动作片中找到了无数的笑点。关键它不仅好笑，作为动作片该有的它都有。,40,0,1
夏ちゃん,2023/1/30 22:04,"挺好看的疯批网大。
叨叨这个角色很可爱。",40,0,1
糖梨,2023/2/3 22:35,演技真是乱啊！还有些那个神经兮兮的角色，莫名其妙。不过，片中各种爆炸和枪战，比较抢眼，所以本片，适合无脑者观看。。。,30,0,1
甜甜的吧,2023/1/28 17:27,就~离谱无厘头爽片？！吧。,20,0,0
无路用的人,2023/4/18 15:57,烂片上网大是有理由的,10,0,0
草凡,2023/1/31 22:27,刀刀这普通话，果然是剧里笑点担当,40,0,1
阿兑,2023/1/26 18:10,啥玩意儿啊,10,0,0
大海的群青,2023/1/27 18:54,给一星都是仁慈，导演连基本的运镜都不懂，演员像从抖音土味剧里面挖出来似的，台词功底差的离谱。剧情和情节像把观众当弱智一样对待??看着拍摄成本也不低，??彻底将网剧作为洗钱的方式了,10,1,0
...骑?士...,2023/2/5 21:56,智障剧情,10,0,0
MihoTifa,2023/4/7 0:34,女主演技再好些的话，可以给四星,30,0,1
六楼,2023/4/10 19:24,垃圾网大,10,0,0
在和谐中成长♂,2023/4/30 1:14,不知为什么会这么低分，反正我看了，很爽的爽片,50,0,1
del,2023/1/25 23:29,有些出乎意料的網大～道具、服裝、場景可以說是一塌糊塗，劇情也很爛，模仿生化危機的紅裙也太過明顯～但裡面的醫生真的很搞笑,30,1,1
葵,2023/1/26 17:25,一言难尽 有些部分很疯批 但剧情hmmm,20,0,0
狂飙可以飙,2023/1/26 22:12,后面算了，不看了,20,0,0
Jack,2023/1/28 19:22,我觉得这是一部以枪战为题材的喜剧片，冬草姐姐越来越适合这种枪战动作类电影了。虽然里面有抄袭还原的片段，但我就是来图一乐的，觉得还可以,40,0,1
返程,2023/3/26 14:25,怎么会有那么多懂王纠结枪械、操作合理性啊，刺客联盟子弹还能旋转你咋不说，国内打斗爽片，女主疯批个性鲜明、战斗力强、不拖泥带水、极有魅力，其他配角都不拉胯。打斗精彩、酷炫，穿插有不尬的笑点。这妥妥优质爆米花啊！,50,0,1
侯健  ????,2023/5/1 12:00,神经质女主，全程高能！不输院线电影！,40,0,1
转圈,2023/1/24 17:02,拍的还挺努力的,30,2,1
北京卖盘的,2023/2/1 17:14,挺不错的网剧~,40,0,1
猪兔子,2023/2/12 21:20,剧情槽点满满，但也能看；节奏紧凑，人设出彩；笑点还行，能笑出来；几乎从头打到尾，动作设计不错。,30,0,1
对不起了三叶,2023/5/11 13:12,各种各样的梗满天飞，少了安志杰，要不然就是盲战三人组了。,20,0,0
lovemaiforever,2023/1/25 2:37,惊喜之作,40,1,1
面壁者,2023/1/27 22:59,女主的神经质有点酷。,30,1,1
二二二二,2023/1/27 22:10,我脑子是有什么大病，大半夜打开这个,10,0,0
豆友210537780,2023/1/28 22:08,前面作为喜剧片还是不错 后面动作是什么玩意,20,0,0
steven_hwh,2023/2/5 23:01,比起第一部更尬了些，矛盾冲突没那么重要,20,0,0
黑暗中的光,2023/1/26 19:44,三星给女主 好看 我喜欢,30,1,1
长戟虫,2023/1/27 19:37,编剧自裁吧,10,0,0
天气先生,2023/3/11 12:52,狗屎,10,0,0
西红柿杀手,2023/2/19 21:09,盲战后量身定做的疯批角色吧，网大现在比“大师们”有前途。,40,0,1
肖申克的舅叔,2023/1/26 1:53,这是啥呀？！,20,0,0
巴古,2023/1/26 19:29,太吵了,10,0,0
影视狂人,2023/2/5 19:35,动作设计还是可以的,30,1,1
女神的二叔,2023/5/5 23:22,女杀手还是挺飒的，就是故事设定有点尴尬。,20,0,0
我动,2023/2/4 3:47,我是抱着大烂片的心理点开的，但是您别说，有几段还真挺好看！女主的雀斑和黄毛女的眼角纹都挺好看的。打打杀杀的女性哪有那么多时间护肤,30,0,1
★☆★,2023/1/26 17:31,豆瓣啥时候能有负分啊,10,0,0
甜面儿酱,2023/1/27 20:07,故事烂了点，动作枪战还是不错的,30,0,1
豆友Cmt3PIuHsw,2023/1/26 19:24,一发子弹毫无偏差地射中了另一个枪口里，并且还能爆头，太牛逼,10,0,0
侧脸微笑,2023/1/30 20:52,也算是发制作吧，要是请些好演员，上个大荧幕，也算个好片！,30,0,1
五斗先生,2023/2/4 18:42,这都算什么啊，演了个大夸张,10,0,0
Deryfus,2023/1/26 1:35,反正，看得下去。,30,0,1
大雪龙骑,2023/2/4 19:21,拍得算用心，故事也还行，节奏也不错。为什么差评呢？因为抄袭和融梗，永远做不出真正的好作品。东西再好，也不是你的。抄袭永远可耻。,10,0,0
霜满天,2023/1/30 16:58,…剧情完全不能看…动作部分，还马马虎虎…,20,0,0
ParadiseKiss,2023/2/7 13:51,只有打斗，没有人物，剧情无语，为爽而爽…… 这么多钱给导演自嗨合适吗？打两星都嫌多,10,0,0
西门雪,2023/5/4 22:56,很用心的一部电影。无论时剧情还是效果，都是一流的水平。演员的演出自然，演技无可挑剔，特别时女主角，真实地把一个技术过人的特种兵演活了，有血有肉，真情实感。眼睛里流露出来的，都是配合着剧情发展该有的变化。电影观赏性十足。战斗场面不会儿戏，多次出来的坦克，给了大家足足的震慑感，让观众看得十分过瘾。,40,0,1
夜深沉,2023/3/18 23:14,2023.37,20,0,0
DearAlexander,2023/1/28 21:10,挺好的我觉得，大女主。小孩子看的很欢乐，大人觉得也有意思,40,0,1
ff9han,2023/1/25 22:58,动作戏还可以，这就是一爽片，看杨杏演个疯批美人，剧情啥的演的稀碎，但是笑点还是有的。,20,0,0
不语,2023/4/23 0:23,虽然乱七八糟，但是看着还行,30,0,1
Peter,2023/1/25 1:18,超乎意料的好看,50,1,1
雷震子,2023/3/9 0:51,节奏可以，但剧情不行，缝合怪，,20,0,0
郭曦,2023/2/14 1:57,一帮国人非要扮演酋长国的国民，代入感很差，不过动作设计在国产网大中算一流。,30,0,1
南风,2023/2/26 9:26,有点神剧了。,30,0,1
抹茶233,2023/1/24 22:40,还成，各种内容缝合，茶余饭后爆米花片子合格,30,0,1
何当共剪西窗烛,2023/5/9 14:02,"很网飞的一部网大，大数据搜罗观众喜欢看啥，一股脑全部塞里面，最后在主旋律一下。
可惜女主的疯批模样塑造得有点差，不怪演员，全是编剧写不出来一个出格的疯批。",30,0,1
您我皆烦人,2023/1/31 22:12,有点中二，还行。,40,0,1
天神坑007,2023/1/27 13:59,大陆特供版网络商业片，爆米花指数够的，过审彩蛋有点意思。,30,0,1
小熊送花花,2023/1/25 23:40,一直在打架，医生太好笑了,50,0,1
浆乐年年望相似,2023/1/27 4:20,"这么疯癫狂暴的大女主居然是国内拍的????女主真的太姬了??????????一度以为故乡的百合花开了嘶哈嘶哈

（唉真的太超预期了 补满成五星吧 好多地方好精致 画面 BGM 演技配音都有可圈可点之处 其中荒谬离谱的地方在整个场景之下都成了笑点而不是扣分项）（我对小演员小制作还是很宽容！）",50,6,1
小明去哪了,2023/1/27 16:56,我的评价是不如抖音剪辑版。,10,1,0
红日,2023/1/29 14:43,冬草姐好帅,40,0,1
吸血小猴子,2023/1/27 17:54,缝合怪动作片，打发时间用，一群中国人顶着外国名字演外国故事，就很………,20,0,0
今安在,2023/1/29 17:01,继盲战后，杨杏又演了一个疯批女人。,30,0,1
xiaoxiong,2023/3/5 1:59,看点全在视频介绍里，没必要看全片,20,0,0
清尘,2023/1/26 10:25,剧情稍微有点单薄,50,0,1
灰,2023/1/29 20:25,多看一分钟都是犯罪,10,0,0
J先生,2023/2/23 10:24,暴爽的视觉下，还是有诸多细节不足！,30,0,1
纤行陌路,2023/1/27 16:30,有紧张刺激的动作戏，剧情这东西不强求，就是有的动作戏还挺酷的，就网大而言还是不错的。,30,0,1
在某天脱离实际,2023/1/28 22:59,女主病态太有那个味了,20,0,0
哒哒哒,2023/2/11 20:01,奇幻現實主義,20,0,0
往日不复现,2023/1/27 22:44,疯&爽,30,0,1
Annihination,2023/3/13 14:57,什么网大标杆,20,0,0
余三桂,2023/2/8 3:00,别说，比预想的严重，就是缝合太多好几次出戏,30,0,1
yzxbbo,2023/1/26 23:57,挺好玩的二笔片，网络段子大合集,30,0,1
hawha,2023/2/22 23:07,黄头姐有点下头，前半部分装逼味道浓，服化道太干净,20,0,0
凯文·史派东,2023/1/24 23:52,真够烂的，看了十分钟就关了。,10,19,0
梦工厂大爷,2023/1/24 12:48,前5分钟还是很精彩的 但是缝合太严重了 里面造型都是抄的 黑礁的女仆 生化4的艾达王 甚至生化的枪斗术 ； 技术上 霍穗强已经可以了 他需要安心下来好好弄个本子 做一个有品质的系列 将借鉴的东西改良而不是生搬 这样才能更进一步,20,32,0
WIKI魏,2023/2/22 4:34,缝合怪：周星驰各种片，通缉令，魔女。。。懒得盘点了,10,1,0
小西,2023/1/24 22:11,get到了杨杏的那种疯批A,30,23,1
海边的曼彻斯特,2023/2/3 15:10,开局就是大场面爽快刺激，直奔主题不多废话，最搞笑的是被强行拉过来的搭档，全片剧情精彩，要腿有腿要枪战有枪战，不输一些院线电影。,40,19,1
放飞自我,2023/1/31 14:18,与盲战相比，水平差了许多，剧情拖沓，无厘头的笑点占了太多时间，显得尴尬。一颗星只给杨杏的动作戏。,10,4,0
人民的艾力,2023/1/31 4:31,"“皮佳娜你竟敢背叛我！”
“谈不上背叛，她一直都是我的人！”",50,7,1
西决,2023/1/29 12:12,大女主好加分啊，国产影像中少有的神经质女杀手角色。,20,15,0
ling,2023/1/26 13:57,很神奇，虽然很缝合怪又二，但角色太有意思了以至于看完了,30,24,1
Pam,2023/1/28 17:52,国产大B级，无线新可能。,30,11,1
胡阿忧,2023/2/7 11:37,良心之上，是否还有更多三千米玩的观望？故事的主题被枪战掩盖，但主题依然出色；为了绝大多数人的幸福有很多方案，要么成为那个最恶的人自己主导一切，要么凭本事打倒一切罪恶的世界。安娜疯疯癫癫的真情流露真的很不错，枪战也很好，很赞。,40,4,1
温岭阿浪,2023/2/15 8:39,"观看的时候我在想，如果这些人都穿着皮套，那影片的评分会不会高一点呢？毕竟有些特摄片剧情不咋样，特效也不咋样，但都能有7分。
本片剧情确实是三星水平，豆瓣5.5分也挺客观。不过动作戏拍得很好，节奏感也不错，加上女主很可爱，作为爆米花来看是够爽的，就多打一颗星吧。",40,3,1
三尺旧巷,2023/1/25 22:55,疯批疯批,30,7,1
侑子（我回来了,2023/4/9 0:16,逻辑缺失，二次元设定三次元化的不适，这电影还挺有意思的；至少有个生动的女主角不是吗？,10,0,0
困在坚果壳里,2023/2/4 13:41,本来为了人设看的，结果就是依托答辩。,10,0,0
犯罪,2023/1/29 19:18,这是一部让你获取低端的高潮的爽片！,30,9,1
哇信号,2023/1/25 1:23,就是喜欢，杏啊，你太棒了，光芒万丈,50,8,1
обломов,2023/3/29 9:05,阿杏这是直奔网大打女而去了,20,3,0
牛奶很忙,2023/2/20 9:58,第一场动作戏比盲战好看很多，后面就是PS2CG动画水平了，杨杏老师的疯批女杀手人设请立住谢谢,20,1,0
一只特特呦,2023/2/10 23:42,"我来欣赏一下电影热门榜第一。
小品级别的长视频，是网大该有的样子，怎么还那么多对口型啊。
东北大乱斗：乱炖。",20,3,0
大头,2023/1/28 1:03,中型军迷cosplay现场,20,4,0
Hunterchou,2023/1/25 10:15,缝合怪，无厘头喜剧+游戏画面,20,4,0
东方小奕荣,2023/1/26 2:00,看打打杀杀的片子居然能看睡着了，我不适合看这种片子。。,30,4,1
古城茶博士,2023/1/25 20:18,常识：如果真的如剧中所演的那样，狙击枪穿过狙击镜然后爆头的话，最应该的样子是连脑花带后脑勺一起被轰掉，怎么可能只有那么一个小窟窿喷那点血！,10,9,0
长袜子,2023/2/13 23:09,没有新意，连动作场面都充满既视感，但起码执行得不错，观感是及格的。60,30,3,1
微谷,2023/1/24 22:25,霍穗强对于网大的掌控越来越好了，这次素质不错，就是缝合严重了点儿，若是找几个好剧本，终有能上主流院线的机会。杨杏演“神经质杀手”比《盲战》里更松弛了。最稳的还是叨叨，非常成熟的喜剧片配角。,30,16,1
潘老师,2023/1/31 0:06,一股low质感,20,0,0
子不语,2023/2/18 13:29,JK女能不能找个年轻的啊……,20,0,0
苏沐橙,2023/1/29 21:01,"过年电影之①①《狙击之暗杀》
真的不喜欢女主笑起来的样子",30,1,1
葱歌,2023/4/8 15:04,"想不通，评分怎么这么低。
说实话，没有明星的网大，质量上乘。
要动作有动作，要细节有细节。
搞笑而又不尴尬",50,1,1
豆乳玉柏麟,2023/2/1 11:29,"《狙擊之王：暗殺》是一部在無聊的時候看了更無聊的電影，是一部純粹的爆米花電影。劇情幾乎沒有，全靠打鬥拼湊。
楊杏飾演的精神病殺手真是弱爆了，溫柔的眼神，誇張的表演，這哪是精神病殺手，這是喜劇殺手，除了打鬥沒有任何出彩的地方，建議楊杏再飾演精神病殺手的話可以多看看《漢尼拔》、《沈默的羔羊》。
《狙擊之王：暗殺》如果改編成小說肯定會大賣的，電影劇本不錯：精神病殺手、用裝滿美元的集裝箱砸死躲在防彈轎車里的毒販，毒品王國王位爭奪戰，曾經的情侶反目成仇、生死相搏。可以說是一部爽文。可惜的是演員不給力。",30,0,1
我叫里昂,2023/1/25 3:37,尬死了尬死了,10,4,0
紫霄宫的瞌睡虫,2023/1/28 19:04,爽片，抛开逻辑，无脑爽就完事儿了,50,4,1
侯国涛,2023/3/1 18:43,导演的动作+喜剧风格逐渐开始成熟，女主和医生的人物塑造也比较成功。相较而言，其它角色的刻画就太随意了一点。整体上娱乐性比较强，如果剧情的逻辑性、情感的深度如果能够再做扎实一点，会是一部挺不错的好电影。,30,2,1
long2535,2023/4/16 5:47,网大中算好看的,50,1,1
D伯爵,2023/1/25 16:26,还记得盲战里那个疯女人，杨杏这里也是同样感觉，真是喜欢啊，疯疯癫癫，大杀四方,50,4,1
张大爷,2023/1/26 0:29,难得的好网大，值得推荐！,40,6,1
亢龙无悔,2023/4/30 20:34,前面还可以，但后面一路崩塌，演员感觉一会做得认真，一会所谓喜感又觉得故事方面很儿戏,20,0,0
??_柯南?,2023/2/14 21:58,"我非常喜欢这部电影，因为延续了导演自己的风格，将炫酷格斗、超远狙击、走心温情、幽默搞笑等各类元素贯彻到底！
整部作品在网络电影当中绝对称得上是一流水准，在剧情、场景、打戏、枪战等各种方面制作精致，效果真实、惊险刺激！让观众拥有极强的代入感，仿佛置身于战场中央。忐忑不安的心理和跌宕起伏的感受，随着剧情的快速推进，迷雾散去，揭开真相，所有的罪恶都将被终结。女主用M200狙击枪在距离目标3002米的范围内进行暗杀行动，是名副其实的狙击之王。以暴制暴，让不能被法律惩治的坏人付出应有的代价。向为和平而英勇战斗、不惧牺牲的战士致敬！
20:32～21:56",50,2,1
小强RUC,2023/1/26 16:21,杨杏的疯女杀手戏路更加放开了。,50,2,1
你怎么回事,2023/4/28 11:08,有幸观看了北京的首映，整部片子看完可以说是让我惊艳到了。前半部分笑点很欢乐，不低俗还挺有意思很有梗，后半部分让我这个铁石心肠之人都忍不住红眼落泪属实是不易。飞机含量很高看的很爽，真实的展现了试飞员的工作和生活，试飞和空战是我会反复刷的理由。整个故事展现的很顺畅，全员演技在线，超棒超爽，雷宇那股子劲很戳我。,50,13559,1
小笼包,2023/4/30 16:00,胡军演完的后面更没什么看的了，爱情线塞的莫名其妙的，王一博演的角色………整部电影一堆bug就连我妈这种爱看打仗的都快睡着了，这是哪边都没做好啊,30,2894,1
辞落,2023/4/28 14:58,上映就去看了，算是科普了试飞员这一职业。煽情还是比较多的，毕竟高危职业，这个情怀志向本身就是卖点。虽然我猜到队长要死，但是这个弹射失败的原因一言难尽，感觉还不如弹射成功但是降落高度不够。而且这些设备的细节问题，比如弹射失败、降落伞割不断，比发动机这些科研技术难题要简单多了，为什么不把控好这些细节问题，试飞员的生命安全不是更加得到保障么。是一部成长型电影，不光是试飞员个人的成长，也是中国飞机和航天事业的成长，没有《中国机长》那种成熟的飞行员的惊心动魄，但是最后意外确实体现出了训练的重要性和必要性。,40,3200,1
baikonur,2023/4/30 15:58,开头结尾出彩的平庸之作,30,527,1
花开有时,2023/4/28 14:30,之前朋友极力推荐说上映去看，今天去看了一下，首先特效方面很多地方不行，道路bug也有很多处。其次男主前期人设是一直犟嘴，然后他和男二的冲突的剧情也很老套，别说比不上壮志凌云，连之前的空天猎都不如。难看，不知道评论区怎么只有一水的好评，大家看的难道不是同一部电影吗？,10,10770,0
逸动控股,2023/4/30 16:29,请尊重历史！从宣发就能看出制作方根本没认真了解过中国空军事业，飞机建模的槽点更多了，宣称所谓的真机实拍？飞行员也不是谁都能当的，选角也要符合现实一点，文盲怎么开飞机？,10,7500,0
或且非,2023/4/28 11:37,"电影院里 
国之重器
轰鸣声听一响便是值回票价",50,9468,1
哆啦a梦的快乐,2023/4/28 14:59,特效拉胯，还不如天空猎，cg也是一堆错，胡军演技还不错,10,7696,0
恃南林以司,2023/4/30 8:43,1.算是五一档里唯一稍稍值得进电影院的电影，但也只值到银护3来之前2.观感仍然不够它的噱头，有很多CG画面表现的飞机姿态是匪夷所思的夸张，你要是看多了一些纪录片或者汤哥的壮志凌云，甚至只玩过一些空战游戏就能明白，夸张的机动会造成极大的失真感。为什么壮2那么成功，就在于观众能在真实驾驶舱与真实天空共振的翻滚里一起屏住呼吸、期待完成下一步新的飞控动作，用CG和极限耍帅画面来代替这种共同体验简直过于浮浪。对个人演员无感，但对这部电影背后透露的工业逻辑很失望,30,253,1
村炮翠西,2023/5/4 14:19,国产主题剧里只要是出现了为煽情而煽情的画面一般都有点……一个牛逼哄哄自信爆棚的年轻人总是有点桀骜不驯然后被老选手九死一生拯救回来，把自信心揉碎再乖乖学习的老套路一成不变，在多少电影里看过了。??????,30,135,1
略略略～,2023/4/28 14:58,bug太多,10,5518,0
老钻,2023/4/30 8:53,文戏太难看了西八，胡军和最后啵啵的两段飞行还不错,30,312,1
三七,2023/5/4 14:26,就很像口水话作文。,30,430,1
不要熬夜,2023/4/30 8:59,为什么要消费王伟烈士！有没有一点点尊重！！,10,5017,0
Stellaforstar,2023/4/30 8:49,演员演技就不说了，从剧情来看，前后呼应，起承转折都不错，结构完整，属于直线型叙事。一些小设定很戳我，比如揪小辫呀。但人物刻画不够鲜明，不管是雷宇、还是师傅张挺，从一开始就大致能猜出之后的情节走向，完全可以套用西方英雄模式。战友等人也都过于纸片化，不够立体鲜明。最大的作用可能是向观众展示了试飞员这一职业吧，可能有些地方还不够准确。估计军迷看了，会批评地更厉害。虽然如此，但作为一个观众，看到073无法返航，依旧会哭得稀里哗啦,30,75,1
Scientist_Lou,2023/5/11 0:37,王一博演技真的好差劲啊……胡军演得还是不错，可惜强行下线真的是有些难过。开头结尾的空中戏都还挺刺激的。爱情戏真的没必要，很尬。亲情友情部分的剧情其实也可以完善的更好一些。,30,9,1
修纳,2023/4/30 9:29,有幸看了首映，王一博的表现中规中矩，一个像样的演员，胡军很赞！有一说一，特效是真的一般,30,80,1
蕾蕾加块冰,2023/4/28 14:59,影片节奏紧凑，剧情很燃很泪目。感谢《长空之王》将我国空军取得的进步呈现在了大荧幕上，向飞行员试飞小队致敬，他们不愧为刀尖上的舞者。现场主创团队分享了令他们印象深刻的一幕，胡军超可爱，说大家太能吃了，都把火锅店老板吃傻眼了，王一博帅帅的，之前不太了解，没想到演技还不错～,40,7393,1
家有两宝,2023/4/28 14:58,身在阎良的我，家里人都在航空工业上班，长空之王还是在这里拍的，所以第一场就来看了。长空之王拍的真好，完全是我心中试飞员的样子！战斗机太帅了！整个电影非常的刺激～炸裂～燃～还有搞笑和感人～试飞员太伟大了，队长牺牲了，哭得我呀～ 有好几个片段看得我汗毛都竖起来了，每一秒都超级吸引人！,50,8085,1
李阿鲁,2023/4/30 8:48,作为一个主旋律ptsd患者来说，比我想象的好太多，没有太刻意煽情，也没有很硬的笑点，空战很过瘾，男主的成长线符合逻辑没有英雄主义，感情线也意外的清纯有好感。国内导演电影处女作里算是不错的了，可以看出他对战斗机的挚爱。主旋律应该拍成这样，才有让人观看的欲望。,40,3061,1
补丁,2023/4/28 15:00,"上午刚看完空王，给5分，特值得花时间去影院观看。说几句观后。
先鸡蛋里挑个骨头，总体感觉时长再长些会更好看。例如，张队夫妇以及雷宇女军医两条爱情线刚刚看出点滋味影片就结束了，不过瘾。另外， 雷宇与邓放的战友情也没看过瘾，有点遗憾。
再说过瘾的。结尾歼20与敌机的空中缠斗，绝对漂亮！尤其是雷宇锁定敌机，请示领导是否开火那个瞬间，特牛逼！还有在结尾时，导演剪辑了一组试飞员在牺牲前与地面的最后通话，每名试飞员的语调都十分平静，就像马上要出差嘱咐家人一些琐事那样…看得我立马泪奔。还有好多类似细节就不剧透了，大家自己看。
最后说下胡军与王一博的表演。完全把两代军人的传承感演绎出来了。王一博的人物弧线就像一道彩虹，而胡军就像是那个画出彩虹的大画家",50,7244,1
平淡,2023/4/28 11:31,歼20大飞机??，国内首部关注试飞行员影片。,50,7870,1
好难啊,2023/4/28 15:01,第一次看关于试飞员的电影，好热血好燃！有笑点有泪点，适合全家观看的一部电影。,50,7320,1
喔喔喔好的,2023/5/4 14:22,非常无语的电影，被朋友拉去看的，真的让我非常失望。全程唯一的亮点大概就是胡军了。。。王一博从颜值到演技真的烂到家了。。。但是他是男主啊，竟然这么稀巴烂。还有电影从头到尾好多常识性的错误，整个电影真的毫无诚意，割韭菜都不是这个割法,10,5020,0
momo,2023/4/28 14:59,长空之王是不错的，已经开始2刷,50,5000,1
Z.Targaryen,2023/4/28 14:58,导演太懂战斗机的魅力在哪里了！让我看两个小时纯战斗机的戏我也不会腻！没有网上说的那么催泪 但绝对很燃！大场面戏一场接一场 每次觉得这就是最大的重头戏了吧 后面还有更大的场面！单凭视觉效果也能值回票价！,50,6654,1
sl1224,2023/4/28 14:31,我已无法返航，你们继续前进！真的特别感动和难受！这是雷宇的成长史，也是隐身战机的诞生过程，结尾的战斗机追逐很炫酷，过程有笑有泪。,50,7298,1
地瓜馅春卷儿,2023/5/4 11:55,"的确是有被科普到「试飞员」这一职业，就像隐藏在幕后的工作人员，隐秘而伟大，更值得被人们尊重与了解???? 
但是，电影剧情稍显老套，远没有真实录音「我已无法返航，你们继续前进」带来的感动?? 从胡军饰演的大队长牺牲之后，剧情就差点意思。王一博的演技还是不行，和航医莫名其妙的感情线真是大可不必。
只能说，整部电影有它的价值，但远没有《红海行动》此类电影带给我那般震撼。真是可惜这个题材，可以表现的更好??",30,44,1
烟花易冷,2023/4/28 11:17,国之重器，期待我军歼-20战斗机，扬我军威！,50,6608,1
晴空,2023/4/28 14:58,从头到尾燃爆，没有一个多余的镜头，有笑有泪，没有教条主义，却很震撼感动！是我看过的最好看的空军题材电影！,50,4615,1
武海雅,2023/4/30 8:47,剧情稍显老套，大飞机很燃。全家适宜。王一博一点都不拉垮。,40,747,1
kikiko,2023/4/28 21:13,看了首映，泪水充盈，特别是胡军最后出来见面会，真人好灵动,50,3178,1
王太太在撸猫,2023/4/30 16:00,"看之前本以为应该和球2差不多，剧情差点特效补，甚至特效也许未必比的上球。看完后打脸了！
我这么冷静的人居然也激动不已，看完后好半天缓不过来，心怦怦跳。这特效和运镜太牛了简直！明明不是3D震撼度却不输3D。
同时，剧情也非常OK，没有尬谈恋爱，没有假大空，老老实实的讲述了试飞员的故事，却让人一会儿开心的笑，一会儿流泪。。。
导演讲故事的功力很好。

我必须得说这片儿第一剧情抓住了我的情绪，第二特效一流，第三演员演的真不错，没有不好的。
田壮壮饰演的飞机专家头上的小揪揪让人难忘。
既然这样，那我没理由不给好评！

就是我有个疑问，刘晓世导演什么来历？我看了几十年的电影，怎么就没听过这个人呢？",40,2013,1
过去是只猫,2023/5/1 12:06,看了首映，比想象中要好，旁边姑娘感动到落泪；但也有一些内容情节上转折过急的地方，比如雷宇父亲态度突然的转变；有些互生好感的戏份确实挺没必要的；最后，致敬长空之上的英雄！,40,757,1
Raining,2023/4/28 14:30,被试飞员面临无法返航的命运时的坦然感动到不能自已,50,5010,1
问问神奇的海螺,2023/4/30 15:59,吹的过分了吧 就说这电影 特效还行都算不上 男主阎王看了都扣6 结局也不咋地 刚爽就没了,20,4654,0
噜比噜,2023/4/29 0:09,人生第一次看超前路演，虽然有些小Bug，但是整体效果在国内这个题材的电影中已经有很大的进步了，还看见了胡军，也算是难得的回忆咯。,40,1125,1
豆豆豆豆豆,2023/4/30 8:55,看睡着了……,20,2884,0
g1823,2023/4/28 23:53,大宇,40,431,1
小萝卜头,2023/5/4 11:58,不真诚，没有军事常识，无知，自我感动,10,3435,0
豆友DEpCoWvw5U,2023/4/29 6:26,我已无法返航，你们继续前进 ，??以前我们不行，但是我们有歼20了，向试飞英雄和工程师们致敬,50,3655,1
4576,2023/4/30 15:56,当事人就是非常后悔看了这个,20,1654,0
天了噜,2023/4/28 11:33,有幸今天看了长空之王，朋友们就是说可以冲啊，有笑有泪，特效可以，爽飞！！！！！！！！,50,7700,1
momo,2023/5/1 10:15,好期待！,0,37,0
兔子,2023/4/30 16:29,"??《长空之王》非常热血的影片
         观影后才知道试飞员这个群体，他们是中国航空的骄傲。
         战斗机试飞带来的震撼，在影片中各种飞行的细节拍的恰到好处，紧张刺激。
       张大队那句：“做为军人，性命加使命才是生命”贴切又敬佩，看完久久还沉浸在这样的感动敬佩和作为一个中国人自豪中，致敬这样一群为国家航空事业奉献的试飞英雄。",50,2300,1
格桑愫,2023/4/30 18:38,以空军为主题的电影不多，特别敬佩他们能自由翱翔于蓝天。看国庆阅兵，空军驾驶飞机表演各种高难度技巧，让人叹为观止，也让人心驰神往。期待通过《长空之王》这部电影深入了解一下令人敬羡的队伍,50,1026,1
不需要昵称,2023/4/30 15:58,"太适合带孩子去看了

很燃，很稳

年轻人的文戏和演技依旧一言难尽

接下来这句请选择性观看
‘周冬雨为什么戏外霍霍刘昊然，戏里霍霍王一博’

如果你要怼
那就是你说的都对",50,1296,1
水果娜,2023/5/4 14:26,以为会拍的很燃，看完觉得差强人意，感觉被夸大了，文戏太生硬，尤其突然插入感情戏。,20,1223,0
燕返,2023/5/4 14:25,军事题材电影，有笑点有泪点，第一次知道空军试飞员的特殊工种与危险，当张队长带领这帮试飞员来到中国试飞员烈士陵园的场景时，看到有那么多为了战机试飞英雄献出宝贵生命，很难过。特别是张队长在飞机爆炸之前的遗言，真的泪目。战斗机试飞的种种细节紧张刺激，震撼视觉。试飞员真的不愧是尖刀上的舞者，致敬为试飞牺牲英雄和这帮年轻试飞员。,40,369,1
momo,2023/5/4 14:27,不值票价。。真的很一般。。。,10,4519,0
甜茶LU,2023/4/30 15:58,一部电影好看与否是很私人的感受 不需要去争 自己满足了当下的感受就好。真觉得还挺好看的。老张没了我都哭了?? 金靖戏份少 我还喜欢她的,40,653,1
颦子吖,2023/4/28 12:59,为祖国的歼20而来,50,2998,1
