用户名,评论时间,评论内容,评分,赞同数
萧达,2023-04-30 22:57:05,看了半小时，还一念成佛呢，可太老套了,20,0
9舱的 Agatha,2023-05-07 12:05:59,额，我看过一个电影叫毒液,20,0
特斯拉与哥斯拉,2023-04-30 01:17:39,网大拍成这样真不错了！我给四星，第一次给网大四星！,40,1
猫叔和他的猫。,2023-05-06 18:11:15,《毒液3：太岁》... 虽说是网大，但还不错耶！,30,0
夢解輕舟,2023-05-07 17:45:56,6.0,30,0
db_mbq,2023-05-04 14:25:21,还行 041#2023年看208部电影,30,0
小白熊⫍⃢⃢👁━👁⃢⫎,2023-05-09 01:05:01,"特效美术类似捉妖记，刘雅瑟张晓晨都是很优秀的演员，剧本还是不够好，总觉得差了点什么
恶妖天邪企图利用太岁铲除雾隐门建造妖国，却不料太岁意外附到了吴因身上。自此，吴因由一名地痞流氓变成了依靠太岁力量施展绝技的高人，但行为举止也常会被太岁左右。风小小为寻太岁踪迹找到了吴因，试图阻止天邪为祸世间的计划。最终，吴因决定利用自身的力量操控太岁，以阻止天邪的邪恶计划，拯救万千百姓",40,0
第四声,2023-04-30 16:05:38,还可以啊，一股B级片味儿,30,0
亲爱的未央,2023-04-29 23:59:45,废老大的劲讲一个平平无奇的爱情故事。。。,20,2
李白白梨,2023-04-30 14:16:48,女主演很漂亮,30,0
似火年华,2023-05-03 12:15:22,以刘晓庆为首的那些个怪物感觉好像癌症,40,0
聚羽成翼,2023-05-07 07:15:35,LOWB,10,0
Y.K.,2023-05-04 23:25:08,桃姐就不要收了钱在公号里吹捧了，这样好没底线,20,0
L,2023-05-04 22:34:18,开头还看得津津有味…后面这剧情吧…,20,0
黄岛主,2023-05-09 00:56:25,丑成这样也能当偶像剧主演？,10,0
桎火,2023-04-30 22:49:07,【2023 陆妞 盗墓宇宙 古装 奇幻 动作 武侠 惊悚 两角 大陆】[视，桃桃推荐]超出预期，多数特效确实不错，<智齿>心疼小刘。四角恋野心：女主雾隐门术士、男主心上人花花、“虫后”太岁。<毒液>+<火影>角都，附身型一人分饰两角，变相百合，擦边玻璃。出门带伞<黄飞鸿>，伞灵<战神诸神黄昏>灵剑英格丽，人脸钟，侏儒骑猪，虫潮密恐，满城尽盖棉花糖。金鱼<攻壳机动队><赛博朋克2077>，钢丝割头<触目惊心1993>，雾隐门全员同屏展示慢镜头<复联2>，“回到梦里别再梦见我”<盗梦空间>概念+<信条>式反转，记忆就是灵魂，<明日边缘><蜘蛛侠3：英雄无归>式结尾，片尾彩蛋不错,40,2
王食欲,2023-05-03 23:45:01,雾隐门就像欧洲的大学，随便申请一下就可以入学了。,30,0
阿冉,2023-05-02 00:13:26,还行，起码节奏还算快。不水时长。,20,1
浮生若梦,2023-05-09 10:55:53,恶心，垃圾,10,1
殘,2023-05-02 10:42:03,对网大不抱期待来看,30,0
微谷,2023-05-06 00:29:34,项氏兄弟玩儿砸了，远不如第一部。刘雅瑟在《智齿》证明自己的演技之后还要回过头来接这种烂片，真是可惜。另外，为什么要把岳辛的大师姐换掉啊！啊！啊！,20,0
球友基哥,2023-05-06 01:23:55,特效眼花缭乱，剧情惨不忍睹，只适合喜欢玄幻的观众，保持了网络电影是烂片的定义！不过能请来刘晓庆奶奶出演，也是一个卖点吧！,10,0
天花乱坠,2023-05-05 11:34:54,原来女生的脖子可以这么好看,30,0
火锅品鉴师,2023-05-01 21:51:25,刘雅瑟是美的～片子是寡淡如水的～男主没丢分～唯一剧情亮点是在75分钟左右～其余剧情巨单薄，但好在也就90分钟，（我最讨厌烂的片子拍到2小时了所以90分钟算加分项了，）……不是我会主动看的内容……（又吐！我要建一个吃饭不宜观影清单了……）,20,0
|(·_·) |·靖,2023-05-06 11:25:55,...,20,0
KafkaWong,2023-04-29 19:51:42,这么说吧，虽然各种抄袭模仿（包括但不限于毒液、功夫），以及最后的高潮之战太过仓促，但是制作水平已经是院线级别了。,30,2
☆★☆★,2023-05-02 23:55:45,没看过第一部。我觉得还行啊，大师姐多好看啊，故事也说得通，就是刘晓庆是不是免费客串啊戏份真少。,30,0
哀歌与衷曲,2023-05-03 09:41:13,在网剧里已经算是不错的了 少有的剧情特效都在线的网络电影了,30,1
跃,2023-05-07 17:30:02,居然还有让我惊喜的地方哦，一开始的恐怖氛围很好，而且如果以网大的标准蛮不错的，可是尴尬的是素儿，啥都不是，后面决战也是很让人提不起来，可以说前半段好，后半段就有点不行,30,0
૮₍ ˙О˙₎ა,2023-05-03 15:30:27,画面还是可以的,30,0
深蓝色幽默,2023-05-04 14:11:15,特效看得出来花了钱。不过，这个剧本~~真的太陈旧了。不过听经常跟网大合作的圈内朋友说，剧本确实是网大最不愿意花钱的。,30,0
电锯克里斯,2023-05-06 19:15:40,太烂了,10,0
在希望的田野,2023-05-08 06:26:28,不适合下饭,20,0
风筝,2023-05-03 08:35:12,出人意料的不错诶，整体剧情、节奏、特效、情感表达上都不错，本来以为是周冬雨那版的续集，原来还有个网版的1，回头再补,40,0
李大猫,2023-05-01 00:43:58,看了之后觉得没看过。🙃,20,1
Andy,2023-05-01 20:33:18,前半部还不错，后面变风格了，唯一死了的就是花花傻姑娘。毒液认主，男主崛起。草地涂色很绿。每个人都有心中的一片草原吗？,40,0
Design ' 伍哥,2023-05-02 22:32:17,特效很可以哦，作为网大是真的烧了钱。剧情居然也很可以还不是普通的反转。有点仙侠剧的前世今生的感觉，最后男主非常有觉醒时的李逍遥的既视感。哈哈，以后不要叫奇门遁甲了，叫捉妖记/降魔师算了。,40,0
林婉·修墨,2023-04-30 21:01:08,"尔时，救苦天尊：
遍满十方界，常以威神力，救拔诸众生，得离于迷途，众生不知觉，如盲见日月。——《太上救苦经》",30,0
苏打羊,2023-05-05 22:58:51,首先演员表演有点稍许令人失望，三位主演双刘是影后，张晓晨多年也是孤傲的演员标签，可以说都是和流量不沾边的类型。但表演上实在有够苍白；其次剧本稍微做了一点巧思但也无法挽救配角设定的寡淡，白瞎了一众门徒这么独特性的设定；但是最值得表扬的其想象力，中华文化玄幻题材中道法妖术设计的比较精彩，动作戏也基本达标除了片尾大战拉胯，而配合的美术也基本在网大低预算的前提下做到极致（虽然部分还是简陋）。但这类题材的影视作品近年来实在稀少，因此还是值得鼓励。,30,0
绝弦无殇,2023-05-07 11:48:36,竟然看着还行……,20,0
乐乐,2023-05-03 22:23:21,这么好看精致的电影怎么就5分多？豆瓣是不是文青病太严重了，这电影咋的也接近7分左右吧。里面很多情节都很棒。虽然有毒液的影子如影随形，但是不影响观感，还有一股cult片的感觉。不容易了，片子不值五星，但是我给五星,50,3
我给媳妇端尿盆,2023-05-09 23:51:18,故事千篇一律，技能设计稍有亮点，傀儡师全程龙套,20,0
温润如玚,2023-05-01 19:30:14,很一般,30,0
💛,2023-05-02 14:03:34,就照着中国版毒液这个设定演下去不好吗,30,1
北北学长,2023-05-04 00:16:13,结尾尬癌要出来了，全片节奏混乱，剧本糟糕程度确是顶级的,30,0
蔓陀萝公主,2023-05-03 04:36:59,还行,30,0
麻rua五条悟,2023-05-09 09:31:47,适合当背景音播放的片子，跟第一部差太多太多,20,0
冷暖色调,2023-05-05 10:49:37,金像奖影后很有味道，很耐看，最后一战减分，特效胶质感还是太强。,30,0
Nov.,2023-05-01 16:18:28,没头没尾，故事体量极小，逻辑全是洞，感情莫名其妙，统共就这么屁大点地方屁大点事好人六个坏人两个搞半天，没有奇门没有遁甲，揍嘛啊😅,10,0
西門吹雪,2023-05-06 19:08:17,拜托講國語,30,0
Adeel  Akbar,2023-05-04 12:43:05,好吧，比上一部多1颗星,20,0
天上红绯,2023-05-01 13:59:43,雾隐门古代的无名英雄，世上哪有什么岁月静好，只是有人替你负重前行,30,0
拖鞋学酒,2023-04-30 09:03:19,网大这个水准相当可以了,30,0
RenéeZellweger,2023-05-04 13:56:54,你觉得好看吗,20,0
Dr. Happiness,2023-05-07 16:41:11,其实还不错，看完不觉得委屈了自己的时间，尤其是对喜欢中国古装＋奇幻题材的观众来说。就像一件家具，虽然有了技术加持，表面看着、用着都有一种亮闪闪的妥当光泽，但是细看文理，再去用手抚摸，还是欠了不少手艺。这件家具，可以拿来用，却不会想要收藏。,30,0
大粗腿S,2023-05-01 14:38:04,刘晓庆没钱了吗？,10,1
